"facility_id","facility_code","facility_class","facility_type","stop_id","facility_short_name","facility_long_name","facility_desc","facility_lat","facility_lon","wheelchair_facility"
"914","914","1","elevator","place-aqucl","Bowdoin platform to State Street lobby","Aquarium Elevator 914 (Bowdoin platform to State Street lobby)","","","",1
"915","915","1","elevator","place-aqucl","State Street lobby to street","Aquarium Elevator 915 (State Street lobby to street)","","","",1
"917","917","1","elevator","place-prmnl","Lobby to Prudential Center","Prudential Elevator 917 (Lobby to Prudential Center)","","","",1
"918","918","1","elevator","place-sstat","Ashmont/Braintree platform to lobby, Airport/Design Center platform","South Station Elevator 918 (Ashmont/Braintree platform to lobby, Airport/Design Center platform)","","","",1
"919","919","1","elevator","place-sstat","Alewife platform to Airport/Design Center platform","South Station Elevator 919 (Alewife platform to Airport/Design Center platform)","","","",1
"920","920","1","elevator","place-prmnl","Heath Street platform to lobby","Prudential Elevator 920 (Heath Street platform to lobby)","","","",1
"921","921","1","elevator","place-prmnl","Park Street & North platform to lobby","Prudential Elevator 921 (Park Street & North platform to lobby)","","","",1
"922","922","1","elevator","place-chncl","Forest Hills platform to street","Chinatown Elevator 922 (Forest Hills platform to street)","","","",1
"923","923","1","elevator","place-aqucl","Bowdoin platform to Atlantic Avenue lobby","Aquarium Elevator 923 (Bowdoin platform to Atlantic Avenue lobby)","","","",1
"924","924","1","elevator","place-aqucl","Wonderland platform to Atlantic Avenue lobby","Aquarium Elevator 924 (Wonderland platform to Atlantic Avenue lobby)","","","",1
"925","925","1","elevator","place-aqucl","Atlantic Avenue lobby to Long Wharf","Aquarium Elevator 925 (Atlantic Avenue lobby to Long Wharf)","","","",1
"926","926","1","elevator","place-sstat","Lobby to street outside main entrance","South Station Elevator 926 (Lobby to street outside main entrance)","","","",1
"927","927","1","elevator","place-sstat","South Station platform to Alewife platform","South Station Elevator 927 (South Station platform to Alewife platform)","","","",1
"928","928","1","elevator","Lynn","Platform to lobby","Lynn Elevator 928 (Platform to lobby)","","","",1
"929","929","1","elevator","Lynn","Street to parking garage","Lynn Elevator 929 (Street to parking garage)","","","",1
"930","930","1","elevator","Lynn","Street to parking garage","Lynn Elevator 930 (Street to parking garage)","","","",1
"931","931","1","elevator","place-aport","Wonderland platform to paid mezzanine","Airport Elevator 931 (Wonderland platform to paid mezzanine)","","","",1
"932","932","1","elevator","place-aport","Bowdoin platform to paid mezzanine","Airport Elevator 932 (Bowdoin platform to paid mezzanine)","","","",1
"933","933","1","elevator","place-ccmnl","Lobby to platform","Community College Elevator 933 (Lobby to platform)","","","",1
"934","934","1","elevator","place-wtcst","Lobby to World Trade Center Avenue","World Trade Center Elevator 934 (Lobby to World Trade Center Avenue)","","","",1
"935","935","1","elevator","place-wtcst","South Station platform to lobby","World Trade Center Elevator 935 (South Station platform to lobby)","","","",1
"936","936","1","elevator","place-wtcst","Airport/Design Center platform to lobby","World Trade Center Elevator 936 (Airport/Design Center platform to lobby)","","","",1
"937","937","1","elevator","place-crtst","South Station platform to lobby","Courthouse Elevator 937 (South Station platform to lobby)","","","",1
"938","938","1","elevator","place-crtst","Airport/Design Center platform to lobby","Courthouse Elevator 938 (Airport/Design Center platform to lobby)","","","",1
"939","939","1","elevator","place-crtst","Lobby to Seaport Boulevard, Thomson Place","Courthouse Elevator 939 (Lobby to Seaport Boulevard, Thomson Place)","","","",1
"940","940","1","elevator","place-crtst","Lobby to Seaport Boulevard, Fan Pier Boulevard","Courthouse Elevator 940 (Lobby to Seaport Boulevard, Fan Pier Boulevard)","","","",1
"941","941","1","elevator","place-north","Orange Line, Green Line lobby to Commuter Rail, TD Garden","North Station Elevator 941 (Orange Line, Green Line lobby to Commuter Rail, TD Garden)","","","",1
"944","944","1","elevator","place-mlmnl","Lobby to Commuter Rail platform","Malden Center Elevator 944 (Lobby to Commuter Rail platform)","","","",1
"945","945","1","elevator","place-mlmnl","Lobby to Orange Line platform","Malden Center Elevator 945 (Lobby to Orange Line platform)","","","",1
"946","946","1","elevator","place-shmnl","Platform to paid lobby","Savin Hill Elevator 946 (Platform to paid lobby)","","","",1
"947","947","1","elevator","place-shmnl","Sydney Street to unpaid lobby","Savin Hill Elevator 947 (Sydney Street to unpaid lobby)","","","",1
"948","948","1","elevator","place-kencl","Lobby to Commonwealth Avenue","Kenmore Elevator 948 (Lobby to Commonwealth Avenue)","","","",1
"949","949","1","elevator","place-sstat","Lobby to Dewey Square","South Station Elevator 949 (Lobby to Dewey Square)","","","",1
"951","951","1","elevator","place-chmnl","Ashmont/Braintree platform to lobby","Charles/MGH Elevator 951 (Ashmont/Braintree platform to lobby)","","","",1
"952","952","1","elevator","place-chmnl","Alewife platform to lobby","Charles/MGH Elevator 952 (Alewife platform to lobby)","","","",1
"953","953","1","elevator","place-smmnl","Alewife platform to lobby","Shawmut Elevator 953 (Alewife platform to lobby)","","","",1
"954","954","1","elevator","place-smmnl","Ashmont platform to lobby","Shawmut Elevator 954 (Ashmont platform to lobby)","","","",1
"955","955","1","elevator","place-aport","Bremen Street to unpaid mezzanine","Airport Elevator 955 (Bremen Street to unpaid mezzanine)","","","",1
"956","956","1","elevator","place-aport","Buses, Airport to unpaid mezzanine","Airport Elevator 956 (Buses, Airport to unpaid mezzanine)","","","",1
"957","957","1","elevator","place-fldcr","Paid lobby to Alewife platform","Fields Corner Elevator 957 (Paid lobby to Alewife platform)","","","",1
"958","958","1","elevator","place-fldcr","Paid lobby to Ashmont platform","Fields Corner Elevator 958 (Paid lobby to Ashmont platform)","","","",1
"961","961","1","elevator","place-alfcl","Platform to Russell Field, Rindge Avenue","Alewife Elevator 961 (Platform to Russell Field, Rindge Avenue)","","","",1
"962","962","1","elevator","place-armnl","Copley & West platform to lobby","Arlington Elevator 962 (Copley & West platform to lobby)","","","",1
"963","963","1","elevator","place-armnl","Park Street & North platform to lobby","Arlington Elevator 963 (Park Street & North platform to lobby)","","","",1
"964","964","1","elevator","place-armnl","Lobby to street","Arlington Elevator 964 (Lobby to street)","","","",1
"965","965","1","elevator","place-mvbcl","Platform to Maverick Square, busway","Maverick Elevator 965 (Platform to Maverick Square, busway)","","","",1
"966","966","1","elevator","place-mvbcl","Platform to Lewis Courtyard","Maverick Elevator 966 (Platform to Lewis Courtyard)","","","",1
"967","967","1","elevator","place-state","Oak Grove platform to Forest Hills, Wonderland platforms","State Street Elevator 967 (Oak Grove platform to Forest Hills, Wonderland platforms)","","","",1
"968","968","1","elevator","place-asmnl","Peabody Square lobby to Alewife platform","Ashmont Elevator 968 (Peabody Square lobby to Alewife platform)","","","",1
"969","969","1","elevator","place-asmnl","Mattapan Line lobby to Alewife platform","Ashmont Elevator 969 (Mattapan Line lobby to Alewife platform)","","","",1
"970","970","1","elevator","place-asmnl","Ashmont platform to Mattapan Line lobby, busway","Ashmont Elevator 970 (Ashmont platform to Mattapan Line lobby, busway)","","","",1
"971","971","1","elevator","place-kencl","Westbound platform to lobby","Kenmore Elevator 971 (Westbound platform to lobby)","","","",1
"972","972","1","elevator","place-kencl","Park Street & North platform to lobby, busway","Kenmore Elevator 972 (Park Street & North platform to lobby, busway)","","","",1
"973","973","1","elevator","place-harsq","Upper busway to Brattle Square","Harvard Elevator 973 (Upper busway to Brattle Square)","","","",1
"974","974","1","elevator","place-state","Bowdoin platform to Congress Street, State Street","State Street Elevator 974 (Bowdoin platform to Congress Street, State Street)","","","",1
"975","975","1","elevator","place-state","Wonderland platform to Congress Street, Exchange Place","State Street Elevator 975 (Wonderland platform to Congress Street, Exchange Place)","","","",1
"976","976","1","elevator","place-coecl","Park Street & North platform to street","Copley Elevator 976 (Park Street & North platform to street)","","","",1
"977","977","1","elevator","place-coecl","Copley & West, Heath Street platform to street","Copley Elevator 977 (Copley & West, Heath Street platform to street)","","","",1
"978","978","1","elevator","place-pktrm","Copley & West platform to street","Park Street Elevator 978 (Copley & West platform to street)","","","",1
"979","979","1","elevator","place-pktrm","Red Line center platform to Copley & West platform","Park Street Elevator 979 (Red Line center platform to Copley & West platform)","","","",1
"980","980","1","elevator","place-spmnl","Copley & West platform to lobby","Science Park Elevator 980 (Copley & West platform to lobby)","","","",1
"981","981","1","elevator","place-spmnl","Lechmere platform to lobby","Science Park Elevator 981 (Lechmere platform to lobby)","","","",1
"982","982","1","elevator","place-portr","Lobby to street","Porter Elevator 982 (Lobby to street)","","","",1
"983","983","1","elevator","place-portr","Red Line platforms to lobby","Porter Elevator 983 (Red Line platforms to lobby)","","","",1
"985","985","1","elevator","place-portr","Lobby to street","Porter Elevator 985 (Lobby to street)","","","",1
"986","986","1","elevator","place-portr","Commuter Rail platform to lobby","Porter Elevator 986 (Commuter Rail platform to lobby)","","","",1
"987","987","1","elevator","place-portr","Red Line platforms to lobby","Porter Elevator 987 (Red Line platforms to lobby)","","","",1
"6476","6476","1","elevator","place-sstat","Red Line, Airport/Design Center lobby to Commuter Rail lobby","South Station Elevator 6476 (Red Line, Airport/Design Center lobby to Commuter Rail lobby)","","","",1
"subplat-001","",2,"elevated-subplatform","Andover","Mini-High Platform","Andover Mini-High Platform","","","",1
"subplat-002","",2,"elevated-subplatform","Ashland","Mini-High Platform","Ashland Mini-High Platform","","","",1
"subplat-003","",2,"elevated-subplatform","Attleboro","Mini-High Platform","Attleboro Mini-High Platform","","","",1
"subplat-004","",2,"elevated-subplatform","Back Bay-05","Mini-High Platform","Back Bay Mini-High Platform","","","",1
"subplat-005","",2,"elevated-subplatform","Back Bay-07","Mini-High Platform","Back Bay Mini-High Platform","","","",1
"subplat-006","",2,"elevated-subplatform","Ballardvale","Mini-High Platform","Ballardvale Mini-High Platform","","","",1
"subplat-007","",2,"elevated-subplatform","Bellevue","Mini-High Platform","Bellevue Mini-High Platform","","","",1
"subplat-008","",2,"elevated-subplatform","Beverly","Mini-High Platform","Beverly Mini-High Platform","","","",1
"subplat-009","",2,"elevated-subplatform","Beverly Farms","Mini-High Platform","Beverly Farms Mini-High Platform","","","",1
"subplat-010","",2,"elevated-subplatform","Bradford","Mini-High Platform","Bradford Mini-High Platform","","","",1
"subplat-011","",2,"elevated-subplatform","Brandeis/ Roberts","Mini-High Platform","Brandeis/Roberts Mini-High Platform","","","",1
"subplat-012","",2,"elevated-subplatform","Canton Center","Mini-High Platform","Canton Center Mini-High Platform","","","",1
"subplat-013","",2,"elevated-subplatform","Canton Junction","Mini-High Platform","Canton Junction Mini-High Platform","","","",1
"subplat-014","",2,"elevated-subplatform","Dedham Corp Center","Mini-High Platform","Dedham Corp Center Mini-High Platform","","","",1
"subplat-015","",2,"elevated-subplatform","Fairmount","Mini-High Platform","Fairmount Mini-High Platform","","","",1
"subplat-016","",2,"elevated-subplatform","Fitchburg","Mini-High Platform","Fitchburg Mini-High Platform","","","",1
"subplat-017","",2,"elevated-subplatform","Forge Park / 495","Mini-High Platform","Forge Park/495 Mini-High Platform","","","",1
"subplat-018","",2,"elevated-subplatform","Foxboro","Mini-High Platform","Foxboro Mini-High Platform","","","",1
"subplat-019","",2,"elevated-subplatform","Framingham","Mini-High Platform","Framingham Mini-High Platform","","","",1
"subplat-020","",2,"elevated-subplatform","Gloucester","Mini-High Platform","Gloucester Mini-High Platform","","","",1
"subplat-021","",2,"elevated-subplatform","Grafton","Mini-High Platform","Grafton Mini-High Platform","","","",1
"subplat-022","",2,"elevated-subplatform","Hamilton/ Wenham","Mini-High Platform","Hamilton/Wenham Mini-High Platform","","","",1
"subplat-023","",2,"elevated-subplatform","Haverhill","Mini-High Platform","Haverhill Mini-High Platform","","","",1
"subplat-024","",2,"elevated-subplatform","Hersey","Mini-High Platform","Hersey Mini-High Platform","","","",1
"subplat-025","",2,"elevated-subplatform","Highland","Mini-High Platform","Highland Mini-High Platform","","","",1
"subplat-026","",2,"elevated-subplatform","Hyde Park","Mini-High Platform","Hyde Park Mini-High Platform","","","",1
"subplat-027","",2,"elevated-subplatform","Ipswich","Mini-High Platform","Ipswich Mini-High Platform","","","",1
"subplat-028","",2,"elevated-subplatform","Manchester","Mini-High Platform","Manchester Mini-High Platform","","","",1
"subplat-029","",2,"elevated-subplatform","Mansfield","Mini-High Platform","Mansfield Mini-High Platform","","","",1
"subplat-030","",2,"elevated-subplatform","Melrose Highlands","Mini-High Platform","Melrose Highlands Mini-High Platform","","","",1
"subplat-031","",2,"elevated-subplatform","Mishawum","Mini-High Platform","Mishawum Mini-High Platform","","","",1
"subplat-032","",2,"elevated-subplatform","Montserrat","Mini-High Platform","Montserrat Mini-High Platform","","","",1
"subplat-033","",2,"elevated-subplatform","Needham Center","Mini-High Platform","Needham Center Mini-High Platform","","","",1
"subplat-034","",2,"elevated-subplatform","Needham Heights","Mini-High Platform","Needham Heights Mini-High Platform","","","",1
"subplat-035","",2,"elevated-subplatform","Needham Junction","Mini-High Platform","Needham Junction Mini-High Platform","","","",1
"subplat-036","",2,"elevated-subplatform","Norfolk","Mini-High Platform","Norfolk Mini-High Platform","","","",1
"subplat-037","",2,"elevated-subplatform","North Beverly","Mini-High Platform","North Beverly Mini-High Platform","","","",1
"subplat-038","",2,"elevated-subplatform","North Billerica","Mini-High Platform","North Billerica Mini-High Platform","","","",1
"subplat-039","",2,"elevated-subplatform","North Leominster","Mini-High Platform","North Leominster Mini-High Platform","","","",1
"subplat-040","",2,"elevated-subplatform","Norwood Central","Mini-High Platform","Norwood Central Mini-High Platform","","","",1
"subplat-041","",2,"elevated-subplatform","Norwood Depot","Mini-High Platform","Norwood Depot Mini-High Platform","","","",1
"subplat-042","",2,"elevated-subplatform","Reading","Mini-High Platform","Reading Mini-High Platform","","","",1
"subplat-043","",2,"elevated-subplatform","Readville","Mini-High Platform","Readville Mini-High Platform","","","",1
"subplat-044","",2,"elevated-subplatform","Rockport","Mini-High Platform","Rockport Mini-High Platform","","","",1
"subplat-045","",2,"elevated-subplatform","Roslindale Village","Mini-High Platform","Roslindale Village Mini-High Platform","","","",1
"subplat-046","",2,"elevated-subplatform","Salem","Mini-High Platform","Salem Mini-High Platform","","","",1
"subplat-047","",2,"elevated-subplatform","South Attleboro","Mini-High Platform","South Attleboro Mini-High Platform","","","",1
"subplat-048","",2,"elevated-subplatform","Southborough","Mini-High Platform","Southborough Mini-High Platform","","","",1
"subplat-049","",2,"elevated-subplatform","Stoughton","Mini-High Platform","Stoughton Mini-High Platform","","","",1
"subplat-050","",2,"elevated-subplatform","Swampscott","Mini-High Platform","Swampscott Mini-High Platform","","","",1
"subplat-051","",2,"elevated-subplatform","Waltham","Mini-High Platform","Waltham Mini-High Platform","","","",1
"subplat-052","",2,"elevated-subplatform","West Concord","Mini-High Platform","West Concord Mini-High Platform","","","",1
"subplat-053","",2,"elevated-subplatform","West Gloucester","Mini-High Platform","West Gloucester Mini-High Platform","","","",1
"subplat-054","",2,"elevated-subplatform","West Natick","Mini-High Platform","West Natick Mini-High Platform","","","",1
"subplat-055","",2,"elevated-subplatform","West Roxbury","Mini-High Platform","West Roxbury Mini-High Platform","","","",1
"subplat-056","",2,"elevated-subplatform","Westborough","Mini-High Platform","Westborough Mini-High Platform","","","",1
"subplat-057","",2,"elevated-subplatform","Wilmington","Mini-High Platform","Wilmington Mini-High Platform","","","",1
"subplat-058","",2,"elevated-subplatform","Worcester","Mini-High Platform","Worcester Mini-High Platform","","","",1
"subplat-059","",2,"elevated-subplatform","place-lake","Mini-High Platform","Boston College Mini-High Platform","","","",1
"subplat-060","",2,"elevated-subplatform","70144","Mini-High Platform","Boston Univ. Central Mini-High Platform","","","",1
"subplat-061","",2,"elevated-subplatform","70180","Mini-High Platform","Brookline Village Mini-High Platform","","","",1
"subplat-062","",2,"elevated-subplatform","70181","Mini-High Platform","Brookline Village Mini-High Platform","","","",1
"subplat-063","",2,"elevated-subplatform","70265","Mini-High Platform","Butler Mini-High Platform","","","",1
"subplat-064","",2,"elevated-subplatform","70266","Mini-High Platform","Butler Mini-High Platform","","","",1
"subplat-065","",2,"elevated-subplatform","70273","Mini-High Platform","Capen Street Mini-High Platform","","","",1
"subplat-066","",2,"elevated-subplatform","70274","Mini-High Platform","Capen Street Mini-High Platform","","","",1
"subplat-067","",2,"elevated-subplatform","70263","Mini-High Platform","Cedar Grove Mini-High Platform","","","",1
"subplat-068","",2,"elevated-subplatform","70264","Mini-High Platform","Cedar Grove Mini-High Platform","","","",1
"subplat-069","",2,"elevated-subplatform","70269","Mini-High Platform","Central Ave Mini-High Platform","","","",1
"subplat-070","",2,"elevated-subplatform","70270","Mini-High Platform","Central Ave Mini-High Platform","","","",1
"subplat-071","",2,"elevated-subplatform","70186","Mini-High Platform","Fenway Mini-High Platform","","","",1
"subplat-072","",2,"elevated-subplatform","70260","Mini-High Platform","Heath Street Mini-High Platform","","","",1
"subplat-073","",2,"elevated-subplatform","70275","Mini-High Platform","Mattapan Mini-High Platform","","","",1
"subplat-074","",2,"elevated-subplatform","70276","Mini-High Platform","Mattapan Mini-High Platform","","","",1
"subplat-075","",2,"elevated-subplatform","70267","Mini-High Platform","Milton Mini-High Platform","","","",1
"subplat-076","",2,"elevated-subplatform","70268","Mini-High Platform","Milton Mini-High Platform","","","",1
"subplat-077","",2,"elevated-subplatform","70245","Mini-High Platform","Museum of Fine Arts Mini-High Platform","","","",1
"subplat-078","",2,"elevated-subplatform","70170","Mini-High Platform","Newton Centre Mini-High Platform","","","",1
"subplat-079","",2,"elevated-subplatform","70207","Mini-High Platform","Science Park Mini-High Platform","","","",1
"subplat-080","",2,"elevated-subplatform","70208","Mini-High Platform","Science Park Mini-High Platform","","","",1
"subplat-081","",2,"elevated-subplatform","70211","Mini-High Platform","Saint Marys Street Mini-High Platform","","","",1
"subplat-082","",2,"elevated-subplatform","70120","Mini-High Platform","Washington Street Mini-High Platform","","","",1
"subplat-083","",2,"elevated-subplatform","70121","Mini-High Platform","Washington Street Mini-High Platform","","","",1
"highlevel-001","",2,"fully-elevated-platform","Abington","High-Level Platform","Abington High-Level Platform","","","",1
"highlevel-002","",2,"fully-elevated-platform","Anderson/ Woburn","High-Level Platform","Anderson/Woburn High-Level Platform","","","",1
"highlevel-003","",2,"fully-elevated-platform","Back Bay-01","High-Level Platform","Back Bay High-Level Platform","","","",1
"highlevel-004","",2,"fully-elevated-platform","Back Bay-02","High-Level Platform","Back Bay High-Level Platform","","","",1
"highlevel-005","",2,"fully-elevated-platform","Back Bay-03","High-Level Platform","Back Bay High-Level Platform","","","",1
"highlevel-006","",2,"fully-elevated-platform","Boston Landing","High-Level Platform","Boston Landing High-Level Platform","","","",1
"highlevel-007","",2,"fully-elevated-platform","Braintree","High-Level Platform","Braintree High-Level Platform","","","",1
"highlevel-008","",2,"fully-elevated-platform","Bridgewater","High-Level Platform","Bridgewater High-Level Platform","","","",1
"highlevel-009","",2,"fully-elevated-platform","Brockton","High-Level Platform","Brockton High-Level Platform","","","",1
"highlevel-010","",2,"fully-elevated-platform","Campello","High-Level Platform","Campello High-Level Platform","","","",1
"highlevel-011","",2,"fully-elevated-platform","Cohasset","High-Level Platform","Cohasset High-Level Platform","","","",1
"highlevel-012","",2,"fully-elevated-platform","East Weymouth","High-Level Platform","East Weymouth High-Level Platform","","","",1
"highlevel-013","",2,"fully-elevated-platform","Forest Hills","High-Level Platform","Forest Hills High-Level Platform","","","",1
"highlevel-014","",2,"fully-elevated-platform","Four Corners / Geneva","High-Level Platform","Four Corners/Geneva High-Level Platform","","","",1
"highlevel-015","",2,"fully-elevated-platform","Greenbush","High-Level Platform","Greenbush High-Level Platform","","","",1
"highlevel-016","",2,"fully-elevated-platform","Halifax","High-Level Platform","Halifax High-Level Platform","","","",1
"highlevel-017","",2,"fully-elevated-platform","Hanson","High-Level Platform","Hanson High-Level Platform","","","",1
"highlevel-018","",2,"fully-elevated-platform","Holbrook/ Randolph","High-Level Platform","Holbrook/Randolph High-Level Platform","","","",1
"highlevel-019","",2,"fully-elevated-platform","JFK/UMASS","High-Level Platform","JFK/Umass High-Level Platform","","","",1
"highlevel-020","",2,"fully-elevated-platform","Kingston","High-Level Platform","Kingston High-Level Platform","","","",1
"highlevel-021","",2,"fully-elevated-platform","Littleton / Rte 495","High-Level Platform","Littleton/Rte 495 High-Level Platform","","","",1
"highlevel-022","",2,"fully-elevated-platform","Lynn","High-Level Platform","Lynn High-Level Platform","","","",1
"highlevel-023","",2,"fully-elevated-platform","Malden Center","High-Level Platform","Malden Center High-Level Platform","","","",1
"highlevel-024","",2,"fully-elevated-platform","Middleborough/ Lakeville","High-Level Platform","Middleborough/Lakeville High-Level Platform","","","",1
"highlevel-025","",2,"fully-elevated-platform","Montello","High-Level Platform","Montello High-Level Platform","","","",1
"highlevel-026","",2,"fully-elevated-platform","Morton Street","High-Level Platform","Morton Street High-Level Platform","","","",1
"highlevel-027","",2,"fully-elevated-platform","Nantasket Junction","High-Level Platform","Nantasket Junction High-Level Platform","","","",1
"highlevel-028","",2,"fully-elevated-platform","Newburyport","High-Level Platform","Newburyport High-Level Platform","","","",1
"highlevel-029","",2,"fully-elevated-platform","Newmarket","High-Level Platform","Newmarket High-Level Platform","","","",1
"highlevel-030","",2,"fully-elevated-platform","North Scituate","High-Level Platform","North Scituate High-Level Platform","","","",1
"highlevel-031","",2,"fully-elevated-platform","North Station","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-032","",2,"fully-elevated-platform","North Station-01","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-033","",2,"fully-elevated-platform","North Station-02","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-034","",2,"fully-elevated-platform","North Station-03","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-035","",2,"fully-elevated-platform","North Station-04","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-036","",2,"fully-elevated-platform","North Station-05","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-037","",2,"fully-elevated-platform","North Station-06","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-038","",2,"fully-elevated-platform","North Station-07","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-039","",2,"fully-elevated-platform","North Station-08","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-040","",2,"fully-elevated-platform","North Station-09","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-041","",2,"fully-elevated-platform","North Station-10","High-Level Platform","North Station High-Level Platform","","","",1
"highlevel-042","",2,"fully-elevated-platform","Plymouth","High-Level Platform","Plymouth High-Level Platform","","","",1
"highlevel-043","",2,"fully-elevated-platform","Providence","High-Level Platform","Providence High-Level Platform","","","",1
"highlevel-044","",2,"fully-elevated-platform","Quincy Center","High-Level Platform","Quincy Center High-Level Platform","","","",1
"highlevel-045","",2,"fully-elevated-platform","Route 128","High-Level Platform","Route 128 High-Level Platform","","","",1
"highlevel-046","",2,"fully-elevated-platform","Rowley","High-Level Platform","Rowley High-Level Platform","","","",1
"highlevel-047","",2,"fully-elevated-platform","Ruggles","High-Level Platform","Ruggles High-Level Platform","","","",1
"highlevel-048","",2,"fully-elevated-platform","Salem","High-Level Platform","Salem High-Level Platform","","","",1
"highlevel-049","",2,"fully-elevated-platform","South Acton","High-Level Platform","South Acton High-Level Platform","","","",1
"highlevel-050","",2,"fully-elevated-platform","South Station","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-051","",2,"fully-elevated-platform","South Station-01","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-052","",2,"fully-elevated-platform","South Station-02","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-053","",2,"fully-elevated-platform","South Station-03","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-054","",2,"fully-elevated-platform","South Station-04","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-055","",2,"fully-elevated-platform","South Station-05","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-056","",2,"fully-elevated-platform","South Station-06","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-057","",2,"fully-elevated-platform","South Station-07","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-058","",2,"fully-elevated-platform","South Station-08","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-059","",2,"fully-elevated-platform","South Station-09","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-060","",2,"fully-elevated-platform","South Station-10","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-061","",2,"fully-elevated-platform","South Station-11","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-062","",2,"fully-elevated-platform","South Station-12","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-063","",2,"fully-elevated-platform","South Station-13","High-Level Platform","South Station High-Level Platform","","","",1
"highlevel-064","",2,"fully-elevated-platform","South Weymouth","High-Level Platform","South Weymouth High-Level Platform","","","",1
"highlevel-065","",2,"fully-elevated-platform","Talbot Avenue","High-Level Platform","Talbot Avenue High-Level Platform","","","",1
"highlevel-066","",2,"fully-elevated-platform","TF Green Airport","High-Level Platform","TF Green Airport High-Level Platform","","","",1
"highlevel-067","",2,"fully-elevated-platform","Uphams Corner","High-Level Platform","Uphams Corner High-Level Platform","","","",1
"highlevel-068","",2,"fully-elevated-platform","Wachusett","High-Level Platform","Wachusett High-Level Platform","","","",1
"highlevel-069","",2,"fully-elevated-platform","West Hingham","High-Level Platform","West Hingham High-Level Platform","","","",1
"highlevel-070","",2,"fully-elevated-platform","Weymouth Landing/ East Braintree","High-Level Platform","Weymouth Landing/East Braintree High-Level Platform","","","",1
"highlevel-071","",2,"fully-elevated-platform","Whitman","High-Level Platform","Whitman High-Level Platform","","","",1
"highlevel-072","",2,"fully-elevated-platform","Wickford Junction","High-Level Platform","Wickford Junction High-Level Platform","","","",1
"highlevel-073","",2,"fully-elevated-platform","Yawkey","High-Level Platform","Yawkey High-Level Platform","","","",1
"portlift-001","",2,"portable-boarding-lift","place-lake","Mobile Lift","Boston College Mobile Lift","","","",1
"portlift-002","",2,"portable-boarding-lift","70212","Mobile Lift","Saint Marys Street Mobile Lift","","","",1
"portlift-003","",2,"portable-boarding-lift","70145","Mobile Lift","Boston Univ. Central Mobile Lift","","","",1
"portlift-004","",2,"portable-boarding-lift","70171","Mobile Lift","Newton Centre Mobile Lift","","","",1
"portlift-005","",2,"portable-boarding-lift","70260","Mobile Lift","Heath Street Mobile Lift","","","",1
"portlift-006","",2,"portable-boarding-lift","70246","Mobile Lift","Museum of Fine Arts Mobile Lift","","","",1
"portlift-007","",2,"portable-boarding-lift","70156","Mobile Lift","Arlington Mobile Lift","","","",1
"portlift-008","",2,"portable-boarding-lift","70157","Mobile Lift","Arlington Mobile Lift","","","",1
"portlift-009","",2,"portable-boarding-lift","place-asmnl","Mobile Lift","Ashmont Mobile Lift","","","",1
"portlift-010","",2,"portable-boarding-lift","place-buest","Mobile Lift","Boston Univ. East Mobile Lift","","","",1
"portlift-011","",2,"portable-boarding-lift","70249","Mobile Lift","Brigham Circle Mobile Lift","","","",1
"portlift-012","",2,"portable-boarding-lift","70250","Mobile Lift","Brigham Circle Mobile Lift","","","",1
"portlift-013","",2,"portable-boarding-lift","place-clmnl","Mobile Lift","Cleveland Circle Mobile Lift","","","",1
"portlift-014","",2,"portable-boarding-lift","70219","Mobile Lift","Coolidge Corner Mobile Lift","","","",1
"portlift-015","",2,"portable-boarding-lift","70220","Mobile Lift","Coolidge Corner Mobile Lift","","","",1
"portlift-016","",2,"portable-boarding-lift","70154","Mobile Lift","Copley Mobile Lift","","","",1
"portlift-017","",2,"portable-boarding-lift","70155","Mobile Lift","Copley Mobile Lift","","","",1
"portlift-018","",2,"portable-boarding-lift","70187","Mobile Lift","Fenway Mobile Lift","","","",1
"portlift-019","",2,"portable-boarding-lift","place-gover","Mobile Lift","Government Center Mobile Lift","","","",1
"portlift-020","",2,"portable-boarding-lift","70130","Mobile Lift","Harvard Ave Mobile Lift","","","",1
